trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
10ASBwZsp7oUUDsJEYz3uS,dance with the devil,breaking benjamin,5BtHciL0e0zOP7prIHn3pP, alternativemetal numetal post-grunge ,dance,0.345,0.929,-4.469,0.142,0.00015,0.00106,0.129,0.181,155.041
6ofuVn4x5T6xlQ5e8KtTXj,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
2cmRpmO04TLaKPzmAzySYZ,dance yrself clean,lcd soundsystem,066X20Nz7iquqkkCW6Jxy6, alternativedance alternativerock dance-punk electronicrock electronica indiepop indierock indietronica modernrock newrave rock ,dance,0.739,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004
6tQA8JnvckdB8LMYiy504M,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
1FSWSs9CL01RCYxXtm08Rf,dance with me tonight,olly murs,3whuHq0yGx60atvA2RCVRW, dancepop europop pop popdance poprock post-teenpop talentshow ukpop ,dance,0.672,0.748,-5.922,0.0589,0.305,0.0,0.0811,0.964,163.984
4a7XOwRqGzmECpJQXN9ve4,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
2g3vpJiqwswGJbUOSkCWqC,dance her home,cody johnson,6zLBxLdl60ekBLpawtT63I, contemporarycountry countryroad texascountry ,dance,0.674,0.892,-3.771,0.0293,0.205,0.0,0.694,0.889,114.048
7gAF5nOkxgTC4dSPTko6hx,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
4RS9PmtHQe7I0o5fEeweOY,dance the night away - 2015 remaster,van halen,2cnMpRsOVqtPMfq7YiFE6K, albumrock classicrock hardrock rock ,dance,0.548,0.843,-7.32,0.0597,0.0373,1.26e-06,0.0536,0.719,129.661
09NhQbblVa051Ah0KrjXEm,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
1E2WTcYLP1dFe1tiGDwRmT,dance macabre,ghost,1Qp56T7n950O3EGMsSl81D, hardrock metal ,dance,0.619,0.696,-6.269,0.0315,1.89e-05,0.00555,0.38,0.727,125.986
4HlkDXkpKhqrDbIU6yeT4W,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
7cvkXf3AwPGT041PyOi5VX,dance for you,beyoncé,6vWDO969PvNqNYHIOW5v0m, dancepop pop popdance post-teenpop r&b ,dance,0.616,0.78,-6.062,0.0623,0.0322,0.0,0.173,0.471,110.005
5KJl2qU27fvRq9DE6vHduw,just dance,lady gaga,1HY2Jd0NmPuamShAr6KMms, dancepop pop popdance ,dance,0.813,0.74,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
1MQWtVcs0PKsY4PA6ZvLiy,dance to the music,sly & the family stone,5m8H6zSadhu1j9Yi04VLqD, classicrock classicsoul disco folkrock funk funkrock mellowgold motown psychedelicsoul rock soul ,dance,0.703,0.529,-11.112,0.1,0.0168,0.00057,0.911,0.772,128.059
2nHFGyaMR7ClcoXKKMC1DZ,dance again,selena gomez,0C8ZW7ezQVs4URX5aX7Kqx, dancepop pop popdance post-teenpop ,dance,0.784,0.552,-7.261,0.0874,0.0447,0.0,0.196,0.464,111.984
7bUvgvAf0tdQIty95lV5wf,dance with you,skusta clee,117XFtbZPnCI1EYKjYZWJc, opm pinoyhiphop tagalograp ,dance,0.771,0.629,-7.1,0.0833,0.0375,0.0,0.108,0.552,116.0
64yn6T5miWO6E408RmBsd7,dance all night,dirty heads,6GkJh85o22LfD2vgL9DP6f, reggaefusion reggaerock ,dance,0.706,0.775,-5.218,0.0468,0.0138,1.04e-06,0.151,0.882,81.04
4mPprrOs7h8e7l5nURbFaU,boyfriend - oliver twizt radio,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,dance,0.652,0.956,-4.733,0.168,0.0178,9.74e-05,0.339,0.58,110.008
6TfeXwJihJRuBW3mFpib6J,dance,clmd,7LiVklVR1325BIOqD9kykr, norwegianpop tropicalhouse ,dance,0.766,0.548,-7.834,0.0373,0.0263,1.81e-06,0.21,0.552,122.012
3dmqIB2Qxe2XZobw9gXxJ6,mary jane's last dance,tom petty and the heartbreakers,4tX2TplrkIP4v05BNC903e, albumrock classicrock countryrock folkrock hardrock heartlandrock mellowgold poprock psychedelicrock rock rootsrock softrock ,dance,0.464,0.655,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515
2GORop0i2cyx8C0A3JzL44,dance with me,orleans,1667U2YoucgG5Pdvm2M59c, albumrock bubblegumpop classicrock countryrock folkrock mellowgold softrock yachtrock ,dance,0.565,0.392,-10.083,0.0268,0.551,0.000106,0.247,0.493,98.485
0w3Q14i073jLoew1hgJkwD,heartache on the dance floor,jon pardi,4MoAOfV4ROWofLG3a3hhBN, contemporarycountry country countryroad moderncountryrock ,dance,0.596,0.834,-4.308,0.0474,0.0563,0.0,0.0866,0.618,116.0
2JvPJ8ydPuN2NhpH4oti6I,dance hall days,wang chung,6Zh3xrWlA0SA9Fsfj9AVwm, albumrock dancerock mellowgold newromantic newwave newwavepop softrock synthpop ,dance,0.664,0.589,-14.415,0.0406,0.259,0.00587,0.221,0.54,102.74
5aj0xPGiEUN3aI2oOYu14S,i don't dance,lee brice,5Zq7R5qmi58ByYyBQTlNuk, contemporarycountry country countryroad moderncountryrock ,dance,0.587,0.559,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036
4d2hD63oUGU3s7L66JD0BE,dance again,jennifer lopez,2DlGxzQSjYe5N6G9nkYghR, dancepop pop popdance poprap post-teenpop urbancontemporary ,dance,0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988
6MBUUSIWCzaXW4q58Ktrv9,slow dance in a parking lot,jordan davis,77kULmXAQ6vWer7IIHdGzI, contemporarycountry ,dance,0.523,0.837,-4.494,0.0335,0.301,0.0,0.172,0.523,82.006
4UongUEsyZKUvUCNxTTcls,dance in your underpants,keybo!,0MBhrasxejZzofSQNucUIy, ,dance,0.78,0.481,-8.285,0.298,0.46,0.0,0.605,0.759,109.811
07sa7qkxpemze5BBE7jufs,dance with me (feat. kelsea ballerini),morgan evans,6fzQ81ouajOEFqCIB9VwrS, australiancountry australianpop contemporarycountry ,dance,0.611,0.519,-9.854,0.035,0.481,4.82e-06,0.107,0.462,147.981
5FNS5Vj69AhRGJWjhrAd01,slow dance,aj mitchell,6dn6x1XOng3LOAnfTjUn77, electropop indiecafepop pop post-teenpop socialmediapop ,dance,0.692,0.443,-5.671,0.0386,0.214,0.0,0.06,0.363,127.899
6uRH1qMz30ZBwwUG0IYE5s,dance with me,112,7urq0VfqxEYEEiZUkebXT4, atlhiphop boyband dancepop gangsterrap hippop newjackswing poprap r&b rap southernhiphop urbancontemporary ,dance,0.912,0.511,-6.365,0.203,0.0259,0.0,0.0442,0.611,101.628
1EzrEOXmMH3G43AXT1y7pA,i'm yours,jason mraz,4phGZZrJZRo4ElhRtViYdl, acousticpop neomellow pop poprock ,dance,0.686,0.457,-8.322,0.0468,0.595,0.0,0.105,0.718,150.953
3UPv0HMOdkLdxZJBeiugmn,dance alone,boy in space,0xu4jAQQv7ZAqvFGdc9HgP, electropop indiecafepop pop ,dance,0.612,0.546,-7.822,0.0521,0.475,0.0,0.329,0.367,139.829
5Evc20LmsF2UwOUH0t390y,god is a dancer,tiësto,2o5jDhtHVPhrJdv3cEQ99Z, bigroom brostep dancepop dutchedm edm house pop popdance slaphouse trance tropicalhouse ,dance,0.798,0.747,-3.91,0.0808,0.0284,1.9e-06,0.344,0.805,120.002
3i5jKbMOcBqgnKlx5UyH9d,dance in the dark,au/ra,1eMmoIprPDWeFdB1FxU6ZV, deeppopedm electropop indiepoptimism pop ,dance,0.754,0.534,-8.424,0.123,0.0721,0.00615,0.218,0.809,149.146
7snmvZMLdGGk3l9PcvoYSM,dance with my father,luther vandross,19y5MFBH7gohEdGwKM7QsP, funk motown neosoul newjackswing quietstorm r&b soul urbancontemporary ,dance,0.739,0.341,-9.971,0.0378,0.525,1.1e-06,0.072,0.231,80.958
2viJufnGlsjR1X51CEHpeg,electronic memories (feat. mickey kojak),k?d,714O3xvBNiclo82vxBn8Bf, electrohouse futurebass ,electronic,0.602,0.926,-1.62,0.0897,0.0992,0.0449,0.241,0.574,100.014
2EcsgXlxz99UMDSPg5T8RF,beneath your beautiful (feat. emeli sandé),labrinth,2feDdbD5araYcm6JhFHHw7, dancepop indiepoptimism pop post-teenpop ,electronic,0.558,0.522,-5.857,0.036,0.228,0.0,0.104,0.228,83.977
3jLdAQ7guhHOppAj02RJmW,electronic girl,chinese football,65qWysYTXcTL8nqZzg84Hk, chineseindie chinesepost-rock midwestemo wuhanindie ,electronic,0.703,0.687,-6.844,0.0298,0.0158,0.0254,0.2,0.768,122.053
5WHElTntmYaH61NpgldpHB,baila conmigo,juan magán,1ackd5XprZEkH3McKbQD51, dancepop electrolatino latin latinpop reggaeton spanishpop traplatino tropical ,electronic,0.884,0.701,-6.739,0.097,0.0951,1.08e-05,0.0621,0.818,99.998
4GnZr9MZvLlOKj4k0wkYV5,electronic lover,breathe electric,3kBgAyXRYoSYFEsIECdRa6, alternativepoprock electropowerpop neonpoppunk ,electronic,0.653,0.758,-5.169,0.104,0.189,0.0,0.382,0.748,110.075
0OT0cCKbSmSMRvyWeqEFBq,how great (feat. jay electronica & my cousin nicole),chance the rapper,1anyVhU62p31KFi8MEzkbf, chicagorap conscioushiphop hiphop poprap rap ,electronic,0.439,0.483,-9.449,0.315,0.477,0.0,0.553,0.292,78.442
25miyg3aQuznKpb28WpczA,electronic road,spaceinvader,3HPVl6Wc5FQzOl4x8qrPoz, darksynth ,electronic,0.604,0.704,-8.298,0.0314,0.000794,0.728,0.114,0.54,126.004
23uJbBKyqs1dibvfECdjSH,exhibit c,jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.49,0.818,-11.976,0.251,0.0336,0.0,0.378,0.334,81.942
1poWfQcEdSbxMaweAQ8YTQ,electronics blue,penelope barnette,39zE8vJyGY5bmkBOAezWxm, ,electronic,0.609,0.158,-23.651,0.0937,0.00154,0.824,0.0905,0.511,124.983
3tnJIJVNuVziKgY38J2HZP,the blinding feat. travis scott,jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.448,0.492,-9.736,0.474,0.0111,0.0,0.382,0.552,163.806
6MtHsS2zYV7tMeUvg2vn6V,electronics dark,penelope barnette,39zE8vJyGY5bmkBOAezWxm, ,electronic,0.501,0.228,-26.998,0.0368,0.141,0.924,0.105,0.795,130.004
4Cg3zBnx1gTLTDXDl2Z9ZY,electronics,jettie rojas,51JInCmoD3xlKaN7WflBf9, ,electronic,0.607,0.173,-27.192,0.0305,0.32,0.924,0.119,0.533,125.01
5wJC8qlivbwAx29bnTecSn,a.p.i.d.t.a.,jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.498,0.625,-10.678,0.325,0.145,0.00481,0.113,0.403,129.779
0kFu09CGTRWwKcLuwVQVlg,electronic clubbing,nakumeria,2zTch6EW00MFKjUZjQOpAb, ,electronic,0.519,0.419,-17.464,0.0359,0.148,0.00162,0.357,0.608,124.971
4xxeuBL0PIyPzuVtBQeQOV,with me,bruno martini,5veVxxPm1vzgi6pO2iVA8L, brazilianedm edm popdance popnacional ,electronic,0.7,0.906,-5.188,0.0391,0.362,0.000958,0.166,0.288,123.992
28sM26L57uo6wwZWtxXfgP,electronica in velvet room,アトラスサウンドチーム,4hFBhdNVZZuVk5FYThUwaN, japanesevgm ,electronic,0.639,0.756,-6.462,0.0472,0.00682,0.783,0.0349,0.948,128.008
4lMRAKriTqytH2OBYu0mq1,road,bruno martini,5veVxxPm1vzgi6pO2iVA8L, brazilianedm edm popdance popnacional ,electronic,0.597,0.884,-5.053,0.0354,0.00283,0.0,0.312,0.598,123.933
2khOhnprvQgGZfyepRCtC5,electronic mix,nakumeria,2zTch6EW00MFKjUZjQOpAb, ,electronic,0.446,0.371,-19.772,0.0382,0.094,0.876,0.403,0.353,120.035
1FGF31Bg8WKX9aSFSsGlRj,put your hands up - swanky tunes remix,matchbox twenty,3Ngh2zDBRPEriyxQDAMKd1, neomellow poprock post-grunge ,electronic,0.623,0.778,-4.849,0.0744,0.00226,0.82,0.127,0.0766,125.026
4S3KMqHcR3rxpXjvnT49Ex,electronic club,nakumeria,2zTch6EW00MFKjUZjQOpAb, ,electronic,0.424,0.4,-16.656,0.0337,0.0207,0.924,0.409,0.659,120.02
4lHN90buToyId0wJsdl7ij,"just begun (feat. jay electronica, j. cole and mos def)",talib kweli,0lEssBAxQl2In4RpaB1C2Y, alternativehiphop conscioushiphop eastcoasthiphop hardcorehiphop hiphop southernhiphop ,electronic,0.629,0.787,-5.623,0.376,0.263,0.0,0.357,0.713,85.698
65DIQBskd15GUV1getef7k,electronic thoughts,florian selim schmidt,2skcXx504XR6zsoEsN3vCk, ,electronic,0.65,0.134,-25.862,0.0408,0.0617,0.812,0.0869,0.313,125.01
51gOmtvNphYUFRbyQORUxx,donttrustme - hostage's fcking vegetarian mix,3oh!3,0FWzNDaEu9jdgcYTbcOa4F, dancepop electropowerpop modernrock pop poppunk poprap post-teenpop ,electronic,0.749,0.918,-4.941,0.0672,0.0013,0.294,0.125,0.388,129.012
7gu03tuHSZq2EULRq0q6Xs,electronic beats,leon bold,3m7KVFOq8Xvo5zZZfr25cV, ,electronic,0.478,0.123,-23.777,0.24,0.000285,0.931,0.37,0.642,119.957
1Q2WPcHRVK16zh9TR6isEq,merengue electronico (rompe consola),omega,1UjxAZqzphB1tsMb1aWBj0, dominicanpop rapdominicano ,electronic,0.717,0.793,-5.735,0.0373,0.0582,0.00129,0.231,0.784,127.01
237UUaOUaei5KLwcpnqali,electronic renaissance,belle & sebastian,4I2BJf80C0skQpp1sQmA0h, alternativerock anti-folk baroquepop chamberpop freakfolk indiefolk indiepop indierock melancholia scottishindie scottishrock tweepop ,electronic,0.164,0.903,-6.884,0.0767,0.231,0.000212,0.111,0.223,176.859
1vRnOlS6Hei11RiUkKCXkO,automatonic electronic harmonics,steam powered giraffe,1yqs45BSh7457Flyhmdv7f, comic steampunk ,electronic,0.579,0.634,-8.514,0.0429,0.204,0.0,0.086,0.292,122.915
4EZNsCMqJDmZT8d8nOv1eh,electronic dream,araabmuzik,2iXdwLTWyFhlN1MQWIymvM, ,electronic,0.351,0.961,-0.587,0.521,0.255,0.0,0.257,0.435,171.885
2U5c6C6A3yg6rGUpnhwHfc,fruits of the spirit,jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.509,0.538,-11.658,0.079,0.713,0.0,0.128,0.587,90.214
0xo37VVi1waNhxUXEAYXbE,electronic windows to nowhere,guided by voices,4oV5EVJ0XFWsJKoOvdRPvl, alternativepop alternativerock anti-folk artrock dancerock dreampop freakfolk garagepsych gbvfi indiepop indierock lo-fi modernpowerpop modernrock noisepop ohioindie post-hardcore powerpop ,electronic,0.727,0.614,-6.223,0.046,0.0337,0.000103,0.108,0.54,111.027
3Q8ABCgyOhSpDSctV6UbOL,la nina rica,bomba estéreo,5n9bMYfz9qss2VOW89EVs2, cumbia latinalternative latinrock popelectronico ,electronic,0.722,0.941,-4.747,0.152,0.0516,2.61e-05,0.0638,0.807,121.994
7zHLSHxVKzEh3qK7q8kyHj,electronic girl - 8-bit remix,chinese football,65qWysYTXcTL8nqZzg84Hk, chineseindie chinesepost-rock midwestemo wuhanindie ,electronic,0.665,0.514,-12.733,0.0345,0.153,0.0259,0.651,0.495,122.001
4T9PRL2ykQDKxgF3XWsPga,ghost of soulja slim,jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.236,0.947,-6.373,0.595,0.0209,0.0,0.412,0.246,86.641
4DR8I356iFQZtY6Yr0ipyA,electronic sea,east forest,0okmfBroVgFuvvljnUbqPW, shamanic ,electronic,0.696,0.495,-10.808,0.216,0.0663,4.49e-05,0.151,0.439,172.056
0sPJELXHyWpFgkxlzvvRFI,hard 2 face reality,poo bear,3JXpwnHbLvXxY99EuXqFPX, popr&b ,electronic,0.625,0.626,-5.281,0.0293,0.22,0.0,0.228,0.282,142.043
6dijmCh2vHQY5tD1Z1iQI2,electronica in velvet room - ”p4d”ver.,アトラスサウンドチーム,4hFBhdNVZZuVk5FYThUwaN, japanesevgm ,electronic,0.609,0.817,-5.314,0.052,0.0158,0.397,0.048,0.962,128.013
20KYX2Ar2mKOSBYSVJGLYs,misty morning,sol rising,1BdgyHJZID1ceLLg31KyAv, ,electronic,0.867,0.174,-12.009,0.0408,0.962,0.00134,0.0914,0.125,115.019
0C3vrVa4c8R2ZlTAn2WiMt,electronic performer,air,1P6U1dCeHxPui5pIrGmndZ, ambientpop downtempo electronica triphop ,electronic,0.727,0.824,-7.865,0.0737,0.0481,0.888,0.128,0.356,119.787
0Ubp7kMZ6MWZIL8qkloYub,warmpop,esprit 空想,6eDKMXn3OBIkI8jcY7JtlI, hardvapour vaporwave ,electronic,0.423,0.771,-8.259,0.0665,0.000208,0.852,0.371,0.194,90.1
0YZ7Q5i99vt9OEF8AEEaBV,getting away with it,electronic,3xYNGCooNIzKMAtJYKSOyq, britpop dancerock madchester newromantic newwave newwavepop synthpop ,electronic,0.599,0.609,-12.164,0.0255,0.00147,0.000746,0.116,0.749,126.011
2OmMD7AWmZflqnrDeSGKR4,exhibit a (transformations),jay electronica,0TkqXdyWLsssJH7okthMPQ, alternativehiphop conscioushiphop hiphop psychedelichiphop rap southernhiphop undergroundhiphop ,electronic,0.455,0.804,-5.667,0.302,0.254,0.0,0.095,0.148,85.569
4MLv95bBPA8a6KIlWEbkQS,electronic breakfast,elias beyls,5YkCd6HqQ3ChJiEO80M2pK, ,electronic,0.354,0.244,-17.046,0.0374,0.712,0.895,0.117,0.226,120.209
4DS3eDbiiYOTfEoWPjkfjJ,electronic dreams,larnie,0zHV4oHjTtJmLWOFDXCWnT, ,electronic,0.803,0.51,-12.86,0.06,0.545,0.935,0.108,0.78,120.007
3XXkwHcdDSx25VmH7Rq3rx,my name is thunder,the bloody beetroots,0QJKELJZZuLAjqLOOixJm5, alternativedance dance-punk edm electrohouse fidgethouse filterhouse newrave ,electronic,0.457,0.95,-2.533,0.0776,0.000482,0.00189,0.141,0.27,128.034
2ZGJ1W228JsOvzsGcqUD4Q,electronic attack,j57,3Ss72ttauFWT1yydtVIEH8, irishundergroundrap ,electronic,0.508,0.971,-8.486,0.0813,0.048,0.0605,0.478,0.53,95.02
0AvTn3F5162ffZYP7r3AfF,electronic ochestra,asgard,3Mop2iOOH5KI1CodmQmHl8, ,electronic,0.67,0.849,-11.837,0.0334,0.0306,0.97,0.221,0.683,120.017
0sLjdT00j35S99WEzHSaAU,i’m yours (remix electronico),dj supernova,3LhRzp3yinP2pypfU6Jfko, ,electronic,0.697,0.922,-6.38,0.056,0.00814,1.9e-06,0.919,0.832,102.006
2YyEDYqxdaJEl3wjNjojPI,electronic rhythm,dico veldhuizen,1m4PHeAF2wSQACfq7cvjcl, ,electronic,0.266,0.205,-16.58,0.0368,0.836,0.862,0.0962,0.133,101.438
01b5BkzCdW9eLvbiFIN6oY,trance music for racing game,bobby cole,0Nk0Nee79EErNt1I1lCxrF, speedrun ,electronic,0.609,0.803,-15.703,0.0589,0.105,0.942,0.149,0.958,169.031
60A0pc5dPNdDmiKC66hOT9,electronic store,christopher lennertz,2TQwXfupr6fAEV5AgNqIO5, epicore scorecore soundtrack videogamemusic ,electronic,0.827,0.188,-18.729,0.0651,0.841,0.702,0.11,0.205,129.862
3QzgCLR0nGHa2y928KwEyE,folkestone,clotho,47BxCwdoIB8uBDUY6KktXs, calminginstrumental ,folk,0.634,0.147,-15.323,0.0619,0.974,0.915,0.112,0.183,90.668
4R2kfaDFhslZEMJqAFNpdd,cardigan,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.25,0.551,130.033
7bNQvH1gTydxfIetHX3WGC,folkin' around,panic! at the disco,20JZFwl6HVl6yg8a4H3ZqK, baroquepop emo modernrock ,folk,0.569,0.721,-6.623,0.0453,0.182,0.0,0.104,0.751,108.198
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. bon iver),taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.298,0.38,-8.426,0.0287,0.778,5.62e-05,0.11,0.152,75.602
7kj65lgrESm8DDmuRRII1V,folk-metaphysics,milo,0J6PhnVD21GSFoJ9HoadLH, alternativehiphop milwaukeehiphop ,folk,0.606,0.53,-11.066,0.36,0.331,0.0,0.0857,0.166,109.236
0Jlcvv8IykzHaSmj49uNW8,the 1,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.777,0.357,-6.942,0.0522,0.757,7.28e-06,0.108,0.172,139.883
7IBZ1GqtH7jehIvNtSDClh,folk,axes johnase,28TBLsBz4kiyxGqmT82WSO, ,folk,0.754,0.508,-5.336,0.0368,0.319,0.603,0.366,0.323,119.87
3hUxzQpSfdDqwM3ZTFQY0K,august,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.532,0.623,-9.208,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
73Y2j5dUM19AsFEpCWqhWr,folknem,digga d,57n1OF36WvtOeATY6WQ6iw, aussiedrill londonrap ,folk,0.852,0.684,-6.567,0.378,0.401,0.0,0.12,0.883,142.15
6M6UoxIPn4NOWW0x7JPRfv,young folks,peter bjorn and john,6u11Qbko2N2hP4lTBYjX86, alternativedance baroquepop dance-punk indiepop indierock modernrock newrave swedishalternativerock swedishindiepop ,folk,0.701,0.815,-5.995,0.038,0.0172,0.000627,0.0969,0.67,138.142
6a0mppCZLgjnIKaBaN8sXC,folks,cody jinks,2v7wIbCkIzxOfT3GnqCexD, modernsouthernrock outlawcountry texascountry ,folk,0.734,0.417,-10.562,0.0366,0.219,0.0002,0.0919,0.153,116.388
5kI4eCXXzyuIUXjQra0Cxi,betty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.593,0.377,-8.761,0.0253,0.6,0.0,0.0976,0.502,95.939
6VsvKPJ4xjVNKpI8VVZ3SV,invisible string,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.653,0.452,-11.143,0.055,0.838,7.73e-05,0.108,0.45,83.433
3PwtBxiuJGVGHFfHjOjTpY,my kinda folk,luke combs,718COspgdWOnwOFpJHRZHS, contemporarycountry ,folk,0.52,0.929,-4.592,0.0451,0.00646,1.56e-06,0.345,0.686,148.147
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.686,0.662,-8.505,0.0413,0.467,0.0023,0.109,0.706,147.922
4kliwSj9Y1nOZl3IMcHyeI,fólk fær andlit,hildur guðnadóttir,2lD1D6eEh7xQdBtnl2Ik7Y, cello compositionalambient drone icelandicclassical icelandicexperimental moderncello soundtrack ,folk,0.149,0.0618,-21.878,0.0461,0.994,0.00905,0.107,0.0386,87.913
1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.456,0.263,-10.63,0.0332,0.806,0.0,0.0749,0.111,129.86
1Ga4sG2axcOul6THIoqtc3,folkvangr,danheim,1J1DiyVfll4d0cos64VSZb, runefolk vikingfolk ,folk,0.687,0.215,-18.409,0.057,0.637,0.83,0.201,0.0815,112.003
2NmsngXHeC1GQ9wWrzhOMf,illicit affairs,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.559,0.31,-10.445,0.0338,0.881,0.0,0.106,0.46,119.845
1SjS4zvOs3BseptP9oW3sm,folk story,trevor kowalski,4vPiZNfnHqzN52FOn38BEv, backgroundmusic calminginstrumental focus ,folk,0.356,0.0464,-19.662,0.0328,0.959,0.895,0.133,0.0706,84.906
7kt9e9LFSpN1zQtYEl19o1,this is me trying,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.515,0.476,-9.843,0.0328,0.314,4.74e-05,0.171,0.412,135.886
3XUoK60Lyhtf9qyqJrppKq,nysnö,folksaga,3fRnbMogVMgEwoyHPx00nf, ,folk,0.301,0.0194,-26.948,0.0401,0.966,0.927,0.0988,0.059,112.158
0ZNU020wNYvgW84iljPkPP,mirrorball,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.553,0.413,-10.037,0.0334,0.687,2.33e-06,0.0594,0.379,110.107
2iMnxtYdKsxn8V2MRTnEkV,folk-hop sound,judah & the lion,3wWtfT7S2uVJJ3hGZlOLkZ, banjo folk-pop indiecoustica modernalternativerock modernrock poprock stompandholler ,folk,0.528,0.739,-8.729,0.0445,0.00189,0.00847,0.168,0.448,72.013
6KJqZcs9XDgVck7Lg9QOTC,seven,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.596,0.488,-10.769,0.0274,0.9,2.7e-05,0.091,0.415,94.926
3w1CGboIXoK3xnwMXmt9fS,folk song from the settlement on the edge of the earth,sewerperson,6bPjJVb3mKaiW1qIT0b7ZF, emorap sadrap ,folk,0.417,0.38,-11.817,0.0538,0.69,0.000679,0.109,0.0727,169.94
3n61p4bD8YnksjhVuONs7a,folk bloodbath,noam pikelny,33bp8SqQpV7SzeYxSj714C, banjo bluegrass instrumentalbluegrass old-time progressivebluegrass ,folk,0.393,0.146,-18.763,0.0394,0.976,0.0138,0.0709,0.473,94.635
2wvMC5EyaaYQwBfiwwY2xE,life's been good,joe walsh,5bDxAyJiTYBat1YnFJhvEK, albumrock bluesrock classicrock countryrock folkrock hardrock heartlandrock mellowgold rock rootsrock softrock southernrock symphonicrock ,folk,0.505,0.476,-12.897,0.0711,0.25,0.00915,0.113,0.542,99.31
3wvqBVJRwSlG6886ol0tuB,folks like us,montgomery gentry,3bGXaFVQLASmDMdjjeJr8a, contemporarycountry country countryroad moderncountryrock redneck ,folk,0.626,0.886,-2.669,0.0466,0.0588,4.4e-06,0.0964,0.654,113.99
7MbT4I8qGntX4fMdqMQgke,peace,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.647,0.272,-12.906,0.0916,0.918,1.73e-05,0.0918,0.339,150.044
1GUHhE5ffJ6X9omIjGsSwv,folks like us,evil ebenezer,1E1u1P7Fse6SKnETGdo6XK, bcundergroundhiphop canadianhiphop canadianoldschoolhiphop outerhiphop ,folk,0.765,0.584,-8.11,0.12,0.0139,0.0,0.126,0.227,123.199
