trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
6GX1glfAopJiXG7IrRDgI0,hasta abajo,kevin roldan,1RBzGO6Nm3uyhUSxP7EDWO, latin latinhiphop reggaeton reggaetoncolombiano reggaetonflow traplatino tropical ,latin,0.714,0.671,-5.119,0.362,0.292,0.0,0.325,0.641,169.727
1BdQnhumgJxQy92GBlCRNp,hasta abajo,kevin roldan,1RBzGO6Nm3uyhUSxP7EDWO, latin latinhiphop reggaeton reggaetoncolombiano reggaetonflow traplatino tropical ,latin,0.714,0.671,-5.119,0.362,0.292,0.0,0.325,0.641,169.727
57MfDTN1xPsGF2gGTmy2LN,hasta abajo,kevin roldan,1RBzGO6Nm3uyhUSxP7EDWO, latin latinhiphop reggaeton reggaetoncolombiano reggaetonflow traplatino tropical ,latin,0.714,0.671,-5.119,0.362,0.292,0.0,0.325,0.641,169.727
7DJ6QmXhqaIZrepwc8N3xh,ppp,kevin roldan,1RBzGO6Nm3uyhUSxP7EDWO, latin latinhiphop reggaeton reggaetoncolombiano reggaetonflow traplatino tropical ,latin,0.798,0.625,-6.83,0.13,0.383,3.33e-05,0.125,0.774,92.994
2JCOFv3vvv6HIfw7QOqpIz,roses - (imanbek remix) [latino gang],saint jhn,0H39MdGGX6dbnnQPt6NQkZ, melodicrap poprap rap slaphouse ,latin,0.802,0.78,-4.858,0.0753,0.0868,0.00149,0.199,0.875,121.985
4EZ1JcbxfbVwuQRDJFUrzK,"lemonade (feat. anuel aa, gunna, don toliver & nav) - latin remix",internet money,6MPCFvOQv5cIGfw3jODMF0, poprap rap trap ,latin,0.795,0.631,-5.832,0.0825,0.294,0.0,0.111,0.502,139.975
79gkHjNTSyGPXEyGkNQ8zH,cuando me enamoro,enrique iglesias,7qG3b048QCHVRO5Pv1T5lw, dancepop latin latinpop mexicanpop pop tropical ,latin,0.821,0.819,-3.627,0.0272,0.0104,5.49e-05,0.145,0.893,126.03
2naqSVQHgiaoEpxtkVOhmK,llorarás,dimension latina,2ixSzFmACsZSsx40fXTNYk, latinjazz salsa salsainternational salsavenezolana tropical ,latin,0.704,0.884,-6.275,0.0527,0.549,0.000364,0.0492,0.964,93.058
7sCX6kJtgRnXxXBuBRVvLl,ay corazón,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.728,0.711,-4.477,0.081,0.0183,0.0,0.0727,0.782,172.068
1jHnQz5iST8Xfgm92PhiAD,lumbra,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.724,0.84,-3.633,0.0393,0.0564,0.0,0.618,0.842,92.011
03LKgrYqZQGRzaB8ybmoZS,locura,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.758,0.778,-3.562,0.0657,0.0806,0.0,0.198,0.532,92.983
7l8NJGZp7jrD8QQOmrHhlV,locura,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.758,0.778,-3.562,0.0657,0.0806,0.0,0.198,0.532,92.983
6XRydjBHQUcTcRocw2gUzT,nada - remix,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.737,0.733,-2.936,0.0734,0.0211,9.34e-06,0.058,0.654,173.973
35uL9oL7NTGGMuMk1fTWbS,dile a el,jowell & randy,4IMAo2UQchVFyPH24PAjUs, latin latinhiphop latinpop reggaeton reggaetonflow traplatino tropical ,latin,0.695,0.645,-8.231,0.0991,0.0276,0.000215,0.233,0.369,180.003
2O2MNMLYhPQw7DZPpQSKwC,loco,jowell & randy,4IMAo2UQchVFyPH24PAjUs, latin latinhiphop latinpop reggaeton reggaetonflow traplatino tropical ,latin,0.75,0.771,-8.91,0.0935,0.0111,2.14e-05,0.566,0.75,114.898
4iCcxgY2yeYB7bx4d5FOP8,braba,luísa sonza,4PzYKhC14sTJNEr0dzoo0d, funkcarioca popnacional ,latin,0.812,0.689,-5.113,0.0619,0.181,2.55e-05,0.0784,0.663,144.011
1hmlNgtzV0IwB1WhDHTo2L,sirena,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.755,0.767,-4.446,0.0535,0.00459,8.28e-06,0.0618,0.321,93.959
7K9bRgJsmEpcytHDJ9h2qD,lumbra,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.724,0.84,-3.633,0.0393,0.0564,0.0,0.618,0.842,92.011
65cOigX4SWMwwOXZycrZZD,sirena,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.755,0.767,-4.446,0.0535,0.00459,8.28e-06,0.0618,0.321,93.959
5Dc08RIvO8TQvFSgdN9MXi,por fin te encontré,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.645,0.822,-3.679,0.212,0.0493,0.0,0.193,0.837,179.994
29ce0P7wUFvp71gOeBolnp,lumbra,cali y el dandee,5DUlefCLzVRzNWaNURTFpK, champeta colombianpop electrolatino latin latinpop reggaeton reggaetoncolombiano traplatino tropical ,latin,0.724,0.84,-3.633,0.0393,0.0564,0.0,0.618,0.842,92.011
37xBDzIQpIYWNRfAk5tepu,es por tí,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.694,0.761,-6.066,0.0263,0.176,3.63e-05,0.123,0.866,129.953
4pXrjJVdglebxmAOv0f5hh,la camisa negra,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.749,0.727,-4.423,0.031,0.0868,0.0,0.0541,0.973,97.015
3EHDELFdzhSLsqSF2alhcr,fotografía,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.502,0.716,-4.439,0.0587,0.291,0.0,0.246,0.629,169.952
2NF0QpI4fblRR31GeFvk6N,a dios le pido,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.67,0.845,-3.54,0.0542,0.0628,0.0,0.0951,0.938,96.992
6Q6oxvpFFGLv7veUSGGzg8,a dios le pido,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.67,0.845,-3.54,0.0542,0.0628,0.0,0.0951,0.938,96.992
4gk3XEboNfPH8A76SF2bwI,fotografía,juanes,0UWZUmn7sybxMCqrw9tGa7, colombianpop latin latinpop mexicanpop pop rockenespanol tropical ,latin,0.502,0.716,-4.439,0.0587,0.291,0.0,0.246,0.629,169.952
2IwFxwCDCoNY8xN6hNZI8n,la dueña del swing,los hermanos rosario,40FzPNKgu0k9VMvvidiKCl, dominicanpop latin merengue tropical ,latin,0.746,0.919,-6.605,0.065,0.483,3.29e-05,0.149,0.805,154.996
1Ys9Nt77PGLhIuCy9drM4p,más que tu amigo,marco antonio solís,3tJnB0s6c3oXPq1SCCavnd, grupera latin latinpop ranchera regionalmexican ,latin,0.772,0.754,-4.609,0.0348,0.285,0.000301,0.128,0.926,97.492
2823serjy73VeymJ3bfmYI,la venia bendita,marco antonio solís,3tJnB0s6c3oXPq1SCCavnd, grupera latin latinpop ranchera regionalmexican ,latin,0.509,0.415,-5.819,0.0298,0.14,0.0,0.376,0.482,152.216
26cxdhHJ5jbaSrliz8A4Aq,¿a dónde vamos a parar?,marco antonio solís,3tJnB0s6c3oXPq1SCCavnd, grupera latin latinpop ranchera regionalmexican ,latin,0.385,0.511,-4.728,0.0285,0.516,0.00526,0.0966,0.179,144.186
6q4eKqeXljEZwl6vZRS9eE,aguardiente,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.764,0.835,-3.581,0.115,0.0183,0.000195,0.381,0.784,160.021
2Fov1AXi7IjdSTkouG247g,voto latino,molotov,27Owkm4TGlMqb0BqaEt3PW, latinalternative latinhiphop latinrock mexicanhiphop mexicanrock rockenespanol ,latin,0.783,0.847,-4.399,0.0435,0.0389,0.0,0.134,0.94,125.705
1awTgYVKghVaqK5x1SrLh7,ganas,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.735,0.804,-2.405,0.0979,0.0371,0.000636,0.102,0.725,175.844
5CqLVDBhzsx9yuYMkVDD8x,qué lío,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.811,0.633,-5.622,0.215,0.0618,8.92e-06,0.109,0.726,92.979
6eL3n3LknxzPz35DCSRT0B,los besos,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.503,0.762,-4.264,0.301,0.0768,9.72e-06,0.0912,0.597,167.954
6ao8mHTQMZC63vb8DJG1hx,aguardiente,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.764,0.835,-3.581,0.115,0.0183,0.000195,0.381,0.784,160.021
6keJujYgp1LNCHnzN9LdyK,jacuzzi,greeicy,5dbaLmK5SHLLg8Z4CcTJpX, colombianpop latin latinpop r&benespanol reggaeton reggaetoncolombiano traplatino ,latin,0.821,0.736,-4.484,0.0669,0.0914,0.0,0.0542,0.941,93.008
7EnqwysTbzfVUe8Q8j8HcN,te olvidaré,tini,7vXDAI8JwjW531ouMGbfcp, latinpop popargentino ,latin,0.382,0.331,-9.096,0.0347,0.782,2.23e-06,0.302,0.277,112.821
1RN526KDn1diGtw27COIkW,verano azul,juan magán,1ackd5XprZEkH3McKbQD51, dancepop electrolatino latin latinpop reggaeton spanishpop traplatino tropical ,latin,0.887,0.87,-5.267,0.119,0.0143,0.0,0.015,0.837,126.047
5gPfeoFvlAMjpn0mGKACZM,he llorado (como un niño),juan magán,1ackd5XprZEkH3McKbQD51, dancepop electrolatino latin latinpop reggaeton spanishpop traplatino tropical ,latin,0.702,0.899,-1.705,0.0481,0.186,0.0,0.0994,0.797,115.988
0pi7P2I1oHSWMQT8Y8h3xo,madrid x marbella,juan magán,1ackd5XprZEkH3McKbQD51, dancepop electrolatino latin latinpop reggaeton spanishpop traplatino tropical ,latin,0.703,0.729,-3.954,0.0763,0.137,0.0,0.0603,0.559,180.048
0dQwgJgRo7vyOb5561bf11,usted,juan magán,1ackd5XprZEkH3McKbQD51, dancepop electrolatino latin latinpop reggaeton spanishpop traplatino tropical ,latin,0.666,0.826,-4.093,0.0625,0.017,0.0,0.285,0.343,104.701
70C5mlnBodNJqRYpQi7O9x,r&b shit (feat. a boogie wit da hoodie),j.i the prince of n.y,2eqoJbzUGDwys5ENUkbT3h, nycrap popr&b ,r&b,0.542,0.458,-10.885,0.386,0.493,0.0,0.0875,0.496,99.218
3QzAOrNlsabgbMwlZt7TAY,ballin' (with roddy ricch),mustard,0YinUQ50QDB7ZxSCLyQ40k, calirap hiphop poprap rap southernhiphop trap ,r&b,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008
0gj8SzswdFNXbrtv9xjXhS,after the storm,kali uchis,1U1el3k54VvEUzo3ybLPlM, colombianpop pop ,r&b,0.718,0.656,-6.604,0.159,0.267,0.00107,0.263,0.83,79.395
4HDCLYli2SUdkq9OjmvhSD,believe it,partynextdoor,2HPaUgqeutzr3jx5a9WyDV, pop poprap rap torontorap trap urbancontemporary ,r&b,0.43,0.7,-5.35,0.264,0.0902,0.0,0.216,0.731,158.373
6mz1fBdKATx6qP4oP1I65G,pony,ginuwine,7r8RF1tN2A4CiGEplkp1oP, dancepop hiphop hippop neosoul newjackswing r&b southernhiphop urbancontemporary ,r&b,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024
6In6SkveIw26thdYRhHTVX,bacc seat (feat. ty dolla $ign),roddy ricch,757aE44tKEUQEqRuT6GnEB, melodicrap rap trap ,r&b,0.783,0.524,-6.828,0.115,0.0404,0.0,0.087,0.153,144.989
0gk2gLagb9gw5GxKG6lVm9,b.s.,jhené aiko,5ZS223C6JyBfXasXxrRqOk, alternativer&b dancepop pop r&b urbancontemporary ,r&b,0.62,0.525,-10.425,0.122,0.554,1.02e-06,0.135,0.388,135.84
0NTMtAO2BV4tnGvw9EgBVq,bitch better have my money,rihanna,5pKCCKE2ajJHZ9KAiaK11H, barbadianpop dancepop pop popdance post-teenpop r&b urbancontemporary ,r&b,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
7e8hzW53MjtT6VKuBEtm7a,sativa,jhené aiko,5ZS223C6JyBfXasXxrRqOk, alternativer&b dancepop pop r&b urbancontemporary ,r&b,0.741,0.61,-7.34,0.0511,0.316,0.0,0.534,0.72,125.99
3aBL75wBGHJnskegE9jyhb,boom boom room,roddy ricch,757aE44tKEUQEqRuT6GnEB, melodicrap rap trap ,r&b,0.828,0.543,-7.678,0.0865,0.452,0.0,0.15,0.231,125.989
6tZmrNnFao9ofNviYqJwOH,"up! (feat. chris brown, pleasure p) (r&b remix mix)",j. valentine,0YG3fiiee6tHuimu1klAMg, ,r&b,0.777,0.454,-10.39,0.131,0.409,0.0,0.616,0.498,96.922
34fldQXeG4mMe5pUKb6qGc,r&b,albert n'sanda,5kogX3xGptBNH77oMYe00p, ,r&b,0.607,0.735,-5.409,0.13,0.00839,0.0,0.226,0.209,119.603
0w0B1G8Ep3jsUl2I43n7yZ,come thru,summer walker,57LYzLEk2LcFghVwuWbcuS, pop r&b ,r&b,0.678,0.728,-3.093,0.151,0.159,0.0,0.107,0.461,152.0
0eqrOa61aj6sLzs7xWoyhU,r & beef,stunna 4 vegas,44IvvHRk2XF243QLA2VOa8, southernhiphop trap viralrap ,r&b,0.775,0.8,-6.509,0.375,0.121,0.0,0.318,0.686,137.08
6e9xnBJPs0y9omrSU3C3N4,before i let go - edit/remastered,maze,3DvdryKH4O95ZnsUZJKXpt, classicsoul funk motown neosoul newjackswing post-disco quietstorm r&b soul urbancontemporary ,r&b,0.776,0.556,-5.648,0.0346,0.179,1.48e-06,0.12,0.964,103.055
6MrVXeEMf0MULWdclDk4sI,r&b all night,knowknow,5RDc1XN9Dj5KcNGPMEhtzN, chinesehiphop ,r&b,0.761,0.545,-8.188,0.144,0.00638,4.53e-05,0.0456,0.799,78.034
6uNuT1YKpKjgZOOKiY4Nmf,your peace (feat. lil baby),jacquees,4tMm1dU6Gn04VAZ9ClHcIZ, atlhiphop dancepop pop popr&b poprap r&b rap urbancontemporary ,r&b,0.51,0.624,-5.977,0.16,0.0105,0.0,0.102,0.575,196.059
6pZHZndlo57dPCYnvlYFOE,rlndt,bad bunny,4q3ewBCX7sLwd24euuV69X, latin reggaeton traplatino ,r&b,0.6,0.528,-6.554,0.0308,0.263,0.0,0.588,0.142,108.025
7lL2lMWNtzOcf5HnEudNgn,everyday people,sly & the family stone,5m8H6zSadhu1j9Yi04VLqD, classicrock classicsoul disco folkrock funk funkrock mellowgold motown psychedelicsoul rock soul ,r&b,0.813,0.619,-8.203,0.0294,0.245,0.0151,0.113,0.774,114.58
3XZeOzJ9tqnu58YP6cqApI,ronca freestyle,bad bunny,4q3ewBCX7sLwd24euuV69X, latin reggaeton traplatino ,r&b,0.856,0.656,-6.483,0.131,0.165,0.0,0.0998,0.586,90.041
5xE7sFTlv2yrG9mmhDSpdq,come and talk to me - remix,jodeci,1eNkUXHPaXyuyC8NAgzykK, dancepop funk hiphop hippop neosoul newjackswing quietstorm r&b soul urbancontemporary ,r&b,0.72,0.657,-6.823,0.295,0.0262,2.33e-06,0.209,0.657,172.168
5yhKaacMZGRo4s6evJx9vk,bad (feat. rihanna) - remix,wale,67nwj3Y5sZQLl72VNUHEYE, dancepop gangsterrap hiphop pop poprap r&b rap southernhiphop trap urbancontemporary ,r&b,0.807,0.702,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038
7lVNTXkI3cHFvcXiI8damb,i need a girl (pt. 1) [feat. usher & loon],diddy,59wfkuBoNyhDMQGCljbUbA, dancepop eastcoasthiphop hiphop hippop poprap r&b rap ,r&b,0.66,0.707,-5.758,0.208,0.397,0.0,0.211,0.761,89.279
6x0QNM6f0C2JEjK0hFF8Ca,big stepper,roddy ricch,757aE44tKEUQEqRuT6GnEB, melodicrap rap trap ,r&b,0.753,0.597,-8.469,0.292,0.0477,0.0,0.197,0.616,76.997
6egJ6TCkuhAoKPWwag0jSL,trip,ella mai,7HkdQ0gt53LP4zmHsL0nap, dancepop pop popr&b poprap post-teenpop r&b rap ukcontemporaryr&b urbancontemporary ,r&b,0.717,0.6,-5.68,0.0728,0.213,0.0,0.138,0.391,81.047
3SESmwaRfVQddNhwCSKQur,run,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,r&b,0.577,0.875,-2.944,0.0445,0.00165,0.0,0.0892,0.522,132.943
5Nrik6zTSUKgPEWTTjNdct,shutter island,jessie reyez,3KedxarmBCyFBevnqQHy3P, canadiancontemporaryr&b canadianpop dancepop pop ,r&b,0.528,0.458,-7.684,0.257,0.245,0.0,0.0627,0.416,172.102
37TSJmYKLxXmx8OehFpqMN,respect,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,r&b,0.661,0.84,-4.805,0.116,0.00485,0.0,0.287,0.524,91.457
4bKPWsQCnSldr1yHqL2iyh,figures,jessie reyez,3KedxarmBCyFBevnqQHy3P, canadiancontemporaryr&b canadianpop dancepop pop ,r&b,0.61,0.161,-7.81,0.0421,0.826,4.16e-06,0.108,0.261,171.551
35QGdv6aFbIaLM0Ozr3rHt,b.m.f. (blowin' money fast),rick ross,1sBkRIssrMs1AbVkOJbc7a, dirtysouthrap gangsterrap hiphop poprap rap southernhiphop trap ,r&b,0.72,0.863,-4.226,0.0562,0.0174,0.0,0.178,0.363,139.98
7tklytz84iS8vnUJrBRSVj,hey mr. d.j. - original mix - edit,zhané,6cjSmkVvMvyE6tCAo1M9Is, hippop neosoul newjackswing quietstorm r&b urbancontemporary ,r&b,0.865,0.645,-6.939,0.071,0.0836,0.00117,0.109,0.89,101.313
4EfN6bixdOOgoLYR5C4cWo,birthday cake,rihanna,5pKCCKE2ajJHZ9KAiaK11H, barbadianpop dancepop pop popdance post-teenpop r&b urbancontemporary ,r&b,0.702,0.826,-6.498,0.0529,0.32,0.000227,0.355,0.329,80.014
0RtE3SmkKaefYuVtq0xdwG,just fine,mary j. blige,1XkoF8ryArs86LZvFOkbyr, dancepop hippop neosoul r&b urbancontemporary ,r&b,0.923,0.795,-3.61,0.117,0.0394,0.000599,0.101,0.587,123.021
2EC0k0qnXNFpCYnCW41JTR,r&b soul,lofi.sky,1L6d9AqFhIxXsYOEivaKoz, ,r&b,0.466,0.409,-9.232,0.0278,0.948,0.853,0.106,0.113,79.068
5RFq6d5EZYKfokJDTo72ZX,be happy,mary j. blige,1XkoF8ryArs86LZvFOkbyr, dancepop hippop neosoul r&b urbancontemporary ,r&b,0.687,0.738,-8.504,0.0711,0.129,0.0,0.28,0.703,92.906
58kHxwGFc3bWT9bVZ4lb6A,r&b,ty dolla $ign,7c0XG5cIJTrrAgEC3ULPiq, poprap r&b trap trapsoul ,r&b,0.731,0.671,-5.616,0.0451,0.167,0.000478,0.309,0.433,125.024
4M7k6Q8YTKIbEHb3w9qdim,unfoolish,ashanti,5rkVyNGXEgeUqKkB5ccK83, dancepop hiphop hippop pop r&b urbancontemporary ,r&b,0.671,0.741,-3.867,0.117,0.682,0.0,0.23,0.68,90.203
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,757aE44tKEUQEqRuT6GnEB, melodicrap rap trap ,r&b,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971
75FAhKQFB7ryHDEdkY9y6T,happy,ashanti,5rkVyNGXEgeUqKkB5ccK83, dancepop hiphop hippop pop r&b urbancontemporary ,r&b,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.124,0.695,89.488
4HEFpKZaYWGTjgCjhnSShV,rain,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,r&b,0.702,0.851,-4.918,0.143,0.031,0.0,0.354,0.313,89.957
1aWu9UgVzG5EKeFCP49Spj,"verify (feat. young thug, gunna)",jacquees,4tMm1dU6Gn04VAZ9ClHcIZ, atlhiphop dancepop pop popr&b poprap r&b rap urbancontemporary ,r&b,0.525,0.629,-4.707,0.106,0.0316,0.0,0.0768,0.284,84.699
7sc90lOLQuoPWd4CTMTV5q,r&b thug,r. kelly,2mxe0TnaNL039ysAj51xPQ, ,r&b,0.771,0.556,-7.665,0.101,0.227,3.98e-06,0.276,0.657,87.877
5xY8yVKzzVu75tjUpQOj8T,love songs,kaash paige,0f2YkMXwFNJNSX7MymevKE, alternativer&b popr&b ,r&b,0.64,0.355,-10.599,0.0906,0.83,0.000938,0.11,0.451,120.063
6xbKW8Zlcpjz1CzPtZYXWW,r&b singer,myles parrish,7IwwcglnRZolFsgOz1grFf, christianhiphop teenpop ,r&b,0.961,0.815,-7.264,0.186,0.379,0.0,0.104,0.91,115.02
0PAq1DRlOGBAjXLno94j6b,run,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,r&b,0.554,0.878,-3.02,0.0513,0.00146,0.0,0.0998,0.55,132.889
4WTQUnHcdiPRudn5aheANU,second chances.,kiana ledé,7jZMxhsB8djyIbYmoiJSTs, alternativer&b chillr&b dancepop pop popr&b post-teenpop r&b urbancontemporary ,r&b,0.503,0.349,-10.883,0.389,0.786,0.0,0.107,0.321,73.859
63VhPWFWAwg3b38QnKXMft,r&b groove,dj hub,0vXMpWyuQuP2OmjaulfRLM, beats ,r&b,0.852,0.35,-14.624,0.251,0.000309,0.936,0.0777,0.483,86.975
7ncVTZ86MJQZK1FuW4hWLs,risk it all (feat. tory lanez),jacquees,4tMm1dU6Gn04VAZ9ClHcIZ, atlhiphop dancepop pop popr&b poprap r&b rap urbancontemporary ,r&b,0.495,0.719,-6.84,0.131,0.133,0.0,0.152,0.323,94.782
0pA0rcw7ci5X5XHrnBpkdn,birdz feat. rick ross,denzel curry,6fxyWrfmjcbj5d12gXeiNV, darktrap drill hiphop miamihiphop rap trap undergroundhiphop ,r&b,0.632,0.792,-6.644,0.0864,0.0207,0.0,0.666,0.539,77.542
51RvCRzeTqoQgdOBgcpHtT,just kickin' it,xscape,5z2cHsOmmmWcAPNG1oEhw0, atlhiphop dancepop girlgroup hiphop hippop neosoul newjackswing popr&b quietstorm r&b urbancontemporary ,r&b,0.694,0.365,-12.294,0.0635,0.054,3.43e-05,0.401,0.693,80.904
7EnlrAcrJ7NbWGizdLXjuc,ballin' (with roddy ricch),mustard,0YinUQ50QDB7ZxSCLyQ40k, calirap hiphop poprap rap southernhiphop trap ,r&b,0.81,0.516,-6.767,0.0736,0.401,0.0,0.151,0.244,96.971
6OwgcgRRLkjyXK427MRaV2,nasty,janet jackson,4qwGe91Bz9K2T8jXTZ815W, dancepop hippop neosoul newjackswing r&b urbancontemporary ,r&b,0.827,0.973,-3.315,0.116,0.12,0.0129,0.104,0.77,103.752
5MVdzbNmCVf9cWbkqFakkr,big stepper,roddy ricch,757aE44tKEUQEqRuT6GnEB, melodicrap rap trap ,r&b,0.753,0.597,-8.469,0.292,0.0477,0.0,0.197,0.616,76.997
6iajHa34cSiD5s42Cq9miJ,peaches & cream (feat. p. diddy),112,7urq0VfqxEYEEiZUkebXT4, atlhiphop boyband dancepop gangsterrap hippop newjackswing poprap r&b rap southernhiphop urbancontemporary ,r&b,0.706,0.537,-6.347,0.348,0.00887,0.0,0.129,0.775,203.746
13KV7AMsYRVBHgRCJSXaqx,big tyme,rick ross,1sBkRIssrMs1AbVkOJbc7a, dirtysouthrap gangsterrap hiphop poprap rap southernhiphop trap ,r&b,0.601,0.682,-6.593,0.164,0.000164,0.000147,0.42,0.155,83.978
0C8z6RydPPe7WO7jz0TKEY,on & on,erykah badu,7IfculRW2WXyzNQ8djX8WX, afrofuturism hiphop neosoul r&b soul urbancontemporary ,r&b,0.727,0.658,-4.873,0.155,0.0435,0.000672,0.323,0.344,80.505
4Eqo5hcqVnaAfL4J4W5Jjl,reflection,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,r&b,0.56,0.607,-7.991,0.076,0.0135,1.63e-06,0.2,0.27,73.995
4CwrrcZoyia7pySVdWJuEJ,let it go,keyshia cole,1vfezMIyCr4XUdYRaKIKi3, dancepop hippop neosoul pop popr&b poprap r&b urbancontemporary ,r&b,0.801,0.734,-5.07,0.197,0.173,0.0,0.0683,0.752,94.975
2msQO4OZ60EWKNjzjuQP9Q,comeback - stripped,ella eyre,66TrUkUZ3RM29dqeDQRgyA, dancepop pop popdance post-teenpop tropicalhouse ukpop ,r&b,0.715,0.314,-7.219,0.0355,0.722,0.0,0.114,0.605,124.721
53u6tFrXlGrAbhtE9LUO97,caught out there,kelis,0IF46mUS8NXjgHabxk2MCM, dancepop electropop hippop neosoul r&b urbancontemporary ,r&b,0.848,0.691,-6.775,0.093,0.0511,0.0081,0.0723,0.922,92.996
7lUy3BJ8clsM8cKMJRwDPt,dying 4 your love,snoh aalegra,1A9o3Ljt67pFZ89YtPPL5X, alternativer&b chillr&b indier&b indiesoul neosoul r&b scandinavianr&b swedishsoul urbancontemporary ,r&b,0.733,0.413,-7.797,0.167,0.275,4.85e-05,0.0833,0.576,76.062
2hn1lerQkPC6fOI0QFjr8r,juicy fruit,mtume,5bHSSREflcAADAyCMlmxmh, disco electro funk newjackswing post-disco quietstorm urbancontemporary ,r&b,0.88,0.527,-8.122,0.133,0.15,0.0447,0.0288,0.789,96.863
0YfNXMKlh46m6aAhHOrmls,doo wop (that thing) - edit,ms. lauryn hill,2Mu5NfyYm8n5iTomuKAEHl, conscioushiphop dancepop hippop neosoul newjerseyrap r&b urbancontemporary ,r&b,0.795,0.56,-8.908,0.0659,0.00867,0.0,0.226,0.635,99.922
5GYcaVfaFBHe2gzA6Oybgj,me and mrs. jones,billy paul,187xgSpsFH8mMbAcoCW0zE, classicsoul disco motown phillysoul quietstorm soul ,r&b,0.416,0.404,-14.133,0.0373,0.479,0.000105,0.056,0.413,100.423
1I8BTjTxRVLGFPqa1APzXz,gonna love me,teyana taylor,4ULO7IGI3M2bo0Ap7B9h8a, alternativer&b dancepop hippop neosoul pop popr&b poprap r&b urbancontemporary ,r&b,0.577,0.5,-7.143,0.276,0.439,2.7e-05,0.206,0.325,88.078
6vcUFQyskKJomziaJSuRk2,roller coaster,toni braxton,3X458ddYA2YcVWuVIGGOYe, dancepop hippop neosoul newjackswing quietstorm r&b urbancontemporary ,r&b,0.65,0.554,-6.271,0.0537,0.352,0.0,0.102,0.195,94.985
